index,embeddings_intensities_x,embeddings_intensities_y,embeddings_256_x,embeddings_256_y
2018220,-20.985273,4.242405,-5.33244,1.2355474
2083377,15.1636095,0.8630492,-5.526093,1.9063233
2105670,17.934351,0.46898878,-3.4121451,-0.13774413
2116043,17.57314,1.6250788,-2.0523715,-0.28257087
2117480,16.231009,-1.2057718,-3.1081276,0.47336513
8078,17.698307,1.269337,-4.7971263,0.5247469
15329,-19.738312,4.1433983,-5.445213,1.3864095
68865,15.107912,-0.07919966,-9.753341,-5.497655
263302,-19.982738,2.4347262,-4.9797955,0.12623696
295083,-20.094238,2.3856885,-4.881066,1.1831744
320358,16.031494,1.68823,-4.837708,0.9675524
324330,15.984268,1.490486,-10.625694,-2.5962884
360673,16.055405,1.7688982,-5.1492085,2.5949345
393416,18.159515,0.35122168,-10.850488,-1.4834617
450521,-19.653059,2.763452,-6.21656,-0.29480377
499987,16.310518,1.394668,-9.336665,-3.3884807
507415,-19.66819,2.8182824,-5.000604,2.1467004
509643,-20.485416,4.371041,-6.739651,2.523876
519988,-21.204073,4.2331705,-5.937945,0.11633635
663195,16.313908,1.5200629,-6.048632,2.5375643
680231,15.2978,-0.7509302,-7.575164,-0.7628914
707252,-19.7911,3.979333,-4.753172,1.7091746
866444,-19.977013,4.277072,-4.9799833,0.5616793
1089926,-21.33466,2.4994574,-4.707705,-0.008647692
1117697,-20.195757,3.387147,-4.3795185,0.36864358
1126063,-20.921766,4.286755,-4.976316,0.62136286
1191361,16.0379,1.4937901,-9.509,-5.212431
1220017,-19.73288,4.107134,-4.1533685,1.1842155
1255682,-19.793762,4.1863666,-5.0305705,0.8217693
1386016,17.678446,1.2197586,-3.6655254,1.7682849
1425373,15.3635235,1.1636041,-5.741759,2.0334413
1830403,-20.832977,4.5044026,-4.3538446,2.6942477
1859707,-20.16737,2.452291,-4.734645,0.7702053
1950600,-19.820637,4.0802,-7.1422276,2.7445028
1961605,-20.42099,2.2095652,-5.59342,-0.0976808
1974809,-20.210001,2.4071124,-6.126861,2.3282883
2002278,-21.24179,2.7965713,-4.648209,0.05892613
2004542,-20.458038,2.1834483,-4.6204696,0.13272023
2015345,-19.656,2.807427,-5.4296436,1.3580298
2016939,-20.053541,4.069028,-6.187428,2.8361256
2017130,-21.461731,3.0063887,-3.794343,1.2787888
2018221,-20.916128,4.2984934,-5.187935,1.183786
2083378,17.489737,1.7748541,-5.0108,1.1354319
2105671,15.182204,-0.45186594,-3.7269957,-0.052288983
2116044,17.996822,0.031465642,-2.353082,0.010654063
2117481,16.490828,1.632184,-3.3763077,0.44211906
8079,15.357019,1.4472558,-4.661405,0.23958635
15330,-19.889772,4.220491,-6.0869946,1.0486761
68866,17.003994,1.2814283,-1.8107125,-0.59622
263303,-21.519033,3.3803432,-4.559186,0.10622344
295084,-19.960495,2.4249701,-6.2312365,2.1310716
320359,15.7793865,-0.9522628,-4.765324,1.0373412
324331,16.028948,1.6305285,-10.614552,-2.9615092
360674,16.642912,1.4976748,-5.154949,2.3412817
393417,16.034092,1.5258338,-10.756341,-1.2554504
450522,-19.799181,4.1720805,-6.1354175,-0.22218643
499988,16.928162,1.3353622,-9.402576,-3.3738678
507416,-19.633827,2.804931,-4.538533,2.2002404
509644,-20.521488,4.4154224,-7.687157,2.322388
519989,-21.165182,4.284457,-7.978202,2.0276608
663196,14.977772,0.016981492,-5.0968113,2.0678916
680232,15.000943,0.85917854,-8.115327,-1.0303836
707253,-19.807425,4.1894217,-4.820083,1.9814966
866445,-19.94804,4.344782,-5.386325,0.892851
1089927,-21.339418,2.4880717,-4.760949,-0.054700278
1117698,-20.068748,3.2890003,-4.3348436,0.32941815
1126064,-21.15226,4.304758,-5.3057885,1.3422556
1191362,18.060537,0.7255797,-9.514661,-5.164792
1220018,-19.78516,4.2592254,-4.1661377,1.061006
1255683,-19.855875,4.159337,-3.8308349,-0.17471606
1386017,15.770044,-1.0636344,-3.9721482,1.4869608
1425374,17.870146,-0.5497504,-4.571061,2.2728744
1830404,-19.61431,3.696837,-5.4420514,2.5158303
1859708,-19.583523,2.8102288,-4.94584,1.0317796
1950601,-20.063553,4.235965,-7.017946,2.6737278
1961606,-19.977324,2.4275763,-7.3375187,-1.1786802
1974810,-21.47081,3.259729,-5.3391447,2.382231
2002279,-21.325659,2.5105832,-5.19044,0.21026
2004543,-20.41772,2.3127246,-4.225775,-0.17006537
2015346,-20.07661,3.2616053,-5.977878,1.513757
2016940,-21.042526,4.314059,-7.3732047,2.6973498
2017131,16.598948,1.8132476,-3.981251,1.607791
2018222,-19.489792,3.8126063,-5.1582103,0.55134237
2083379,16.269003,-0.9055963,-5.195008,1.6133742
2105672,17.48159,-0.6544577,-4.3313007,0.683202
2116045,15.787382,0.8406349,-2.6352923,0.6747678
2117482,15.118639,-0.19810735,-3.2780416,0.33777797
2139222,15.706361,1.5068468,-1.8443838,-0.5426218
8080,15.116799,-0.08349764,-4.8064775,0.5161021
15331,-19.840023,4.074719,-5.3332753,1.4785218
68867,14.9939375,0.5397408,-2.1898427,-0.12758005
263304,-20.152296,2.4126961,-4.7215977,-0.074102506
295085,-19.714867,2.7996187,-4.738888,1.2498276
320360,15.709017,1.173773,-4.980633,1.0948857
324332,17.90602,-0.32694393,-10.602541,-3.0587873
360675,17.797712,1.2784462,-5.1612463,2.2730527
393418,18.101267,0.68030274,-10.782712,-1.2012928
450523,-19.61198,3.0047987,-7.456924,-1.4210529
499989,17.638254,1.5155733,-9.3320675,-3.359221
507417,-19.60033,2.8588507,-4.3163624,1.8966347
509645,-20.502176,4.346561,-6.3068967,2.419424
519990,-20.965206,4.3321834,-6.1675844,1.9742258
663197,15.777057,-0.9895815,-5.376444,2.503716
680233,17.533718,1.5987558,-7.9003396,-0.99262077
707254,-19.78683,2.9775958,-4.8132524,2.1087406
866446,-19.809515,3.1006818,-4.9481626,0.37137413
1089928,-21.255466,2.4284697,-4.6973724,-0.025830401
1117699,-20.31784,3.4177122,-4.6280766,0.14483362
1126065,-20.945925,4.2902455,-5.3133597,1.2470063
1191363,15.262047,0.16986863,-2.483858,0.1489531
1220019,-19.887907,3.054968,-4.05363,1.0009235
1255684,-19.926779,2.9570658,-4.772991,0.9084309
1386018,15.316883,-0.07619425,-3.5271156,2.065524
1425375,16.625763,1.8416264,-5.8774643,2.2921016
1830405,-19.485512,3.4887958,-5.5104117,2.5901594
1859709,-20.07592,2.4051716,-5.2577333,1.2875967
1950602,-19.834705,2.867517,-7.3443384,2.6442676
1961607,-20.142998,2.450272,-6.1367493,-0.41977808
1974811,-19.615221,2.9903684,-4.316772,1.0076414
2002280,17.090496,1.6349609,-5.1199813,1.5386422
2004544,-20.101723,2.354206,-4.6696534,0.3507254
2015347,-19.877533,4.189315,-6.327903,2.1340861
2016941,-20.822308,4.2144804,-7.559003,2.652171
2017132,-20.851387,2.0586941,-3.8667042,1.1507087
2018223,-19.44491,3.4974117,-5.243293,1.0239594
2083380,15.571205,-0.82359457,-6.40043,1.2487347
2105673,18.069437,0.5988754,-4.2329,0.702531
2116046,15.2415285,1.2152613,-3.4448135,0.31219268
2117483,15.638926,-0.7960976,-3.063736,0.24799222
2139223,17.291452,1.6013067,-1.954454,-0.3979713
8081,17.067554,1.6907275,-4.930806,0.5858558
15332,-19.9435,4.1390944,-6.0377564,1.0931342
68868,16.645847,1.8732736,-2.8689187,0.33939025
263305,-21.533314,3.1585915,-4.6838336,-0.20651811
295086,-21.489557,3.2501125,-6.0757976,0.985421
320361,15.850011,1.6213094,-4.8813577,1.0331197
324333,17.399574,1.6938754,-10.820278,-2.6312373
360676,17.899368,-0.3486318,-5.322917,2.1323934
393419,15.474105,-0.9555041,-10.920278,-1.0584792
450524,-19.52853,2.8855617,-7.2400703,-1.1388482
499990,16.70977,1.8975542,-9.250939,-3.3013167
507418,-20.835028,3.5083196,-4.4144,1.9624217
509646,-20.389431,4.2187295,-6.30824,2.394523
519991,-20.979383,4.254413,-5.4875607,1.6212623
663198,15.429338,1.308996,-5.985186,2.6372042
680234,16.168903,-1.176855,-8.06303,-0.9602886
707255,-19.773207,4.1006284,-4.9844804,1.9711174
866447,-21.037987,4.4327908,-5.0818653,0.49184993
1089929,-21.360376,2.45063,-4.8256574,0.09656221
1117700,-19.941267,4.129161,-4.329037,-0.42665237
1126066,-19.456894,3.7696238,-5.159063,1.185691
1191364,16.889875,-1.1376476,-2.997333,0.4151226
1220020,-19.725904,3.0074184,-4.1045465,1.0317283
1255685,-21.076818,4.317751,-5.1371193,0.7539756
1386019,17.549852,1.4576225,-4.841303,1.2493683
1425376,15.433963,1.0182163,-5.203582,1.6873736
1830406,-20.785645,4.3323827,-5.280609,2.5015156
1859710,-20.101103,2.4140093,-5.25171,1.2153563
1950603,-21.111902,4.3396664,-5.99513,2.949384
1961608,-19.544804,2.9231746,-6.1602817,-0.4406121
1974812,-19.651894,2.873734,-6.433185,0.35608327
2002281,-20.343546,2.3304942,-4.993552,0.6635605
2004545,-20.087206,2.4327857,-4.3995214,0.14664987
2015348,-19.87382,4.1532245,-6.34546,2.0921443
2016942,-19.569544,3.7212126,-7.670028,2.6201246
2017133,-20.367882,2.377299,-3.7757063,1.3641524
2018224,-20.519218,4.3623714,-5.4397197,0.5680299
2083381,17.927294,-0.20377418,-5.632867,2.0704615
2105674,18.031584,-0.004260783,-4.250037,1.9359392
2116047,16.597662,1.5913413,-3.1711588,0.23394541
2117484,15.420683,1.2091554,-4.757309,1.8388668
2139224,17.878937,1.1561811,-2.9756646,0.35921285
8082,-20.963182,2.1286266,-4.877985,0.72417027
15333,-19.770018,4.137705,-5.9987817,1.3346422
68869,17.322638,1.7129319,-3.1828454,0.110612206
263306,-19.61457,2.7271674,-4.8831573,0.13720374
295087,-20.15897,3.1707678,-6.2106495,0.7304394
320362,17.05584,-1.0713825,-5.023192,1.0392096
324334,15.371833,0.89285856,-10.689674,-2.5599463
360677,15.621435,1.3443817,-6.3293157,2.7110431
393420,15.220303,-0.68420327,-10.93383,-0.7896013
450525,-19.92357,3.2909107,-6.3198323,0.06727537
499991,16.926254,-1.2341439,-9.248679,-3.2822075
507419,-20.395313,3.2742085,-4.374848,1.9054924
509647,-20.72881,4.1097293,-6.9256034,2.5490835
519992,-19.519169,3.4986103,-6.0540257,2.6408772
663199,16.771557,-1.127644,-4.9438148,2.8869245
680235,16.583187,1.7866131,-7.8014874,0.8030732
707256,-19.84191,3.9931045,-4.5906715,2.0273104
866448,-21.095325,4.2277718,-5.083258,0.7812526
1089930,-20.486084,2.264158,-4.7990355,-0.056676943
1117701,-19.81735,4.0261145,-4.3838873,-0.04055466
1126067,-19.684423,3.6518686,-5.0328603,1.4303547
1191365,17.245022,1.9740372,-3.046965,1.2645811
1220021,-21.068481,4.4383063,-4.1395097,1.0684221
1255686,-19.77911,2.819854,-3.7611976,2.362563
1386020,15.114669,0.79155254,-4.5950933,1.1487857
1425377,14.988195,0.45353633,-6.960365,2.3208067
1830407,-19.602322,3.7576375,-6.1196356,2.405511
1859711,-21.468117,3.2982414,-5.5185604,1.3931252
1950604,-20.94399,4.3602815,-7.039542,2.7148323
1961609,-19.52018,2.8851354,-5.182021,-0.08985114
1974813,-19.559809,2.8588352,-4.1988525,0.8003858
2002282,-20.448494,2.3283265,-5.0103097,0.88175607
2004546,-21.44475,3.252609,-4.4508424,0.30714598
2015349,-21.171043,4.300906,-5.7936974,1.890196
2016943,-19.618893,3.611825,-7.6778874,2.6002138
2017134,15.618228,1.6164936,-3.7888942,0.6737157
2018225,-20.511305,4.4315686,-5.4783053,0.5291161
2083382,15.345748,-0.25247958,-6.315582,0.31653982
2105675,16.832064,1.8323371,-5.5686297,2.3475368
2116048,15.472949,1.2642937,-3.542622,0.4582539
2117485,15.940361,-1.1067905,-4.853881,1.7608203
2139225,18.071371,0.9445723,-3.0960982,0.62546074
2166482,17.910067,0.93926376,-1.8064305,-0.6134572
8083,-20.899199,2.105787,-4.409876,0.16696417
15334,-19.795866,2.902202,-5.4423027,1.5233371
68870,16.65767,1.6716744,-3.2851236,0.0468911
263307,-20.033686,3.3978837,-4.7619667,-0.19511788
295088,-19.644085,2.8882818,-6.636427,0.33847758
320363,16.796835,-1.1684464,-4.943124,1.0991124
324335,15.047817,0.840455,-10.775863,-2.545607
360678,16.392765,1.7930284,-5.577337,1.984023
393421,16.77716,1.8949695,-10.760299,-1.4482572
450526,-19.825499,4.350102,-5.424866,1.8362818
499992,15.395405,1.144242,-9.311719,-3.300252
507420,-20.007835,4.2116036,-4.61389,1.9728905
509648,-20.055197,3.3951225,-7.530494,2.3579483
519993,-19.642046,3.482161,-6.1640964,2.6618435
663200,15.054152,-0.084194355,-4.370124,2.903597
680236,15.031024,0.5657903,-7.79373,0.99597853
707257,-20.462656,3.2708423,-5.3446198,2.3200598
866449,-20.91231,4.452001,-5.2185335,1.190425
1089931,-20.541624,2.2277172,-4.6898956,-0.066395216
1117702,-19.838718,4.2030964,-4.2636704,0.27571636
1126068,-19.577501,3.7848394,-4.9785066,1.334235
1191366,15.28909,-0.24588013,-3.4701264,-0.22266883
1220022,-19.549461,3.6585991,-4.155971,1.1531059
1255687,-20.973976,4.300693,-3.5920568,2.3247023
1386021,15.564665,0.3770657,-4.8568277,1.1913723
1425378,15.148342,1.2600077,-5.8612366,2.82781
1830408,-20.554699,4.426593,-5.2335052,2.3716455
1859712,-21.546858,3.4280143,-4.04989,2.6284823
1950605,-19.56068,3.5992637,-6.6223197,2.7397091
1961610,-19.619904,2.9276264,-5.357665,-0.099169366
1974814,-20.57228,3.1809,-4.684522,0.33550867
2002283,-20.332321,2.29501,-5.4218764,1.3174162
2004547,-19.595505,2.877939,-4.4414268,0.88313717
2015350,-21.190237,4.0222683,-6.066633,2.2054968
2016944,-19.523264,3.8243275,-7.1174,2.7270634
2017135,-21.282728,2.4999814,-4.000962,1.5278223
2018226,-20.404974,4.1560597,-5.703424,0.8814385
2083383,15.225694,1.0818001,-5.3539014,1.9935895
2105676,16.65131,1.9076413,-5.193901,2.236407
2116049,-21.255844,2.9096735,-3.7147489,0.48955742
2117486,17.914806,1.0608246,-4.9094977,1.9084023
2139226,18.151445,0.52497095,-3.3202393,0.23853749
2166483,15.058466,0.24733032,-1.9520372,-0.43427095
8084,-21.402039,2.8869758,-4.6555457,0.70196617
15335,-19.871212,4.1861863,-5.478151,1.1629606
68871,17.491758,-0.21241318,-3.4281864,-0.091296814
263308,-19.616774,2.7851696,-4.7646046,-0.033027504
295089,-20.317844,3.3391306,-5.9629292,0.8223556
320364,-21.226313,2.708512,-5.00272,1.1567138
324336,18.079945,0.4007823,-10.556686,-2.807962
360679,-21.27363,2.6059911,-5.894893,2.0126357
393422,15.56817,0.6158889,-10.815563,-1.4629283
450527,-19.751171,4.311739,-6.0994205,0.40200177
499993,16.703085,1.498903,-9.299553,-3.3268642
507421,-19.931376,2.8679926,-4.649192,2.7402415
509649,-20.286963,4.2784214,-8.101388,2.483153
519994,-19.527,3.8118014,-4.9672685,2.1575713
663201,-20.925583,2.2145162,-4.1201496,3.2548544
680237,17.822048,-0.30418617,-7.9156675,0.7623197
707258,-20.86624,4.4590325,-4.901145,1.7531857
866450,-20.87145,4.3494616,-5.103135,0.9557049
1089932,-20.425358,2.3425944,-4.701159,-0.084145665
1117703,-19.975481,4.161298,-4.797086,0.97977763
1126069,-19.60942,3.7229817,-4.677822,1.6958017
1191367,15.098354,0.108479775,-3.2849443,0.49884254
1220023,-20.805862,4.377203,-4.1443605,1.0267711
1255688,-20.969522,4.3177204,-3.7631154,2.5432463
1386022,15.099323,0.113702625,-4.8907924,1.1862638
1425379,15.217969,-0.018023292,-6.444182,2.687978
1830409,-20.796476,4.204607,-4.410522,2.665249
1859713,-19.596096,2.997169,-5.6787915,1.4497235
1950606,-19.538881,3.6972964,-7.068975,2.6239583
1961611,-19.671251,2.844914,-5.4650126,-0.17673008
1974815,-20.317932,3.5222857,-4.414506,1.0423218
2002284,-19.726147,2.7816482,-5.780732,-0.38758203
2004548,-19.6219,2.8292332,-4.5845904,0.52615917
2015351,-21.130497,4.219959,-5.178159,1.1083901
2016945,-19.532661,3.6511338,-7.25561,2.7047381
2017136,-19.637974,2.9387467,-4.077213,1.6018373
2018227,-20.175026,4.120164,-5.5607176,0.8008451
2083384,15.064571,0.9203746,-7.712208,-0.9724462
2105677,15.220458,0.39000794,-4.7630916,2.2886682
2116050,-20.963331,2.1386182,-3.5114956,0.3716705
2117487,15.173038,-0.32894826,-4.861778,1.8026618
2139227,15.495528,1.4862783,-3.5893145,0.666528
2166484,17.92662,0.03381823,-3.160526,0.086502835
2178416,17.803099,-0.571129,-3.4062889,0.17721303
8085,-21.196857,2.8271022,-4.9684515,0.91677076
15336,-19.875303,2.9294994,-5.4420605,1.1440556
68872,17.239435,1.7581547,-3.4934697,0.4001688
263309,-19.657963,2.8252347,-4.836764,-0.020860054
295090,-20.141556,3.3297958,-6.084625,0.8743448
320365,-20.967987,2.2352211,-4.7334366,1.1095397
324337,17.318228,1.6060137,-10.465962,-2.5919788
360680,-20.408144,2.303762,-6.103561,1.6532811
393423,16.889608,1.6058543,-11.060999,-2.006051
450528,-19.801643,4.126932,-5.2764435,1.8821508
499994,17.75244,1.1729069,-9.4699,-3.411242
507422,-19.929247,4.221281,-4.421517,1.9796653
509650,-20.176731,4.1936145,-7.799191,2.5569293
519995,-19.590044,3.812549,-5.045701,1.450735
663202,-20.458666,2.3277552,-6.783056,2.5933876
680238,15.124012,0.032316905,-7.794282,0.7842081
707259,-20.941729,4.1348743,-5.2145004,1.6378022
866451,-21.059437,4.2495313,-5.357345,1.1155261
1089933,-20.092094,2.457044,-4.65326,-0.1614216
1117704,-19.909962,4.052014,-4.762717,0.24752316
1126070,-20.6257,4.336806,-5.0666366,1.7005379
1191368,17.672665,1.4433247,-4.3115005,0.500186
1220024,-20.886389,4.284023,-4.272873,1.0176326
1255689,-21.050404,4.3334236,-3.564537,2.4656718
1386023,17.924902,-0.1375325,-5.07273,1.2454951
1425380,15.403732,1.153197,-7.1985826,2.190298
1830410,-20.604643,4.4211206,-5.1133723,2.8005085
1859714,-19.52738,2.9268756,-5.3820105,1.2781756
1950607,-20.979883,4.3187623,-8.192221,2.4619274
1961612,-20.224579,3.2677455,-5.5890884,-0.23182203
1974816,-20.551014,3.191212,-4.949438,1.4392426
2002285,-19.694904,2.9236376,-5.346964,-0.27195153
2004549,-19.682732,2.8607686,-4.6401486,0.38235328
2015352,-20.886908,4.488671,-7.6271214,2.2290254
2016946,-19.716522,3.773085,-6.280659,1.7196608
2017137,-20.625448,3.344328,-4.1286902,1.5875585
2018228,-20.002165,3.7259865,-5.8116655,0.8733404
2083385,-20.971926,2.1718996,-6.174874,1.9816384
2105678,17.93434,0.54919744,-6.350393,2.761225
2116051,16.923658,-1.1343429,-4.9325976,1.1896167
2117488,17.886215,-0.1573892,-4.0809426,1.4607499
2139228,16.85657,2.0328238,-3.9582818,0.55081505
2166485,16.364496,-1.2390977,-3.1474657,-0.05650082
2178417,17.87895,0.09410075,-3.3557777,-0.044661254
8086,-21.211174,2.8235097,-4.829683,0.77401984
15337,-21.172222,4.2011867,-5.6794953,1.2613119
68873,15.541545,-0.9743517,-3.6416135,-0.17826529
263310,-19.985859,4.2199163,-4.7154946,-0.09093568
295091,-20.344133,3.379901,-5.857973,0.90917754
320366,-20.927868,2.1048799,-5.0140877,1.2692101
324338,18.10735,0.11493353,-10.593766,-2.6726859
360681,-20.424902,2.3427203,-4.975814,0.257254
393424,16.125414,1.7181954,-9.762628,-5.4770527
450529,-19.68843,3.107461,-9.142302,-2.3743763
499995,17.438072,-0.9025721,-9.486179,-3.3537273
507423,-19.895868,4.0638776,-4.3677244,1.7840304
509651,-20.190664,4.25034,-7.568492,2.557744
519996,-20.627705,4.3483486,-6.40756,2.4807293
663203,-20.054335,2.4511838,-6.4811096,2.4241207
680239,17.435177,1.0637151,-7.7414193,1.0420653
707260,-21.005497,4.209222,-5.6025043,2.020799
866452,-20.995337,4.2695255,-5.5344195,1.278912
1089934,-21.433002,3.2741942,-5.68664,1.0847509
1117705,-19.678673,3.1032228,-4.9905057,0.590507
1126071,-21.040972,4.1892853,-4.963962,1.5257264
1191369,18.092484,-0.002421001,-4.3130856,0.42941833
1220025,-19.453941,3.4709451,-4.388578,1.1565893
1255690,-20.879581,4.399244,-4.0617685,2.7564158
1386024,17.842962,0.79030335,-5.3473487,1.2981027
1425381,16.47601,-1.2224665,-7.020199,2.3229058
1830411,-20.652887,4.4037766,-4.662088,1.8493775
1859715,-20.407684,3.3266556,-5.224981,1.4681596
1950608,-19.61907,3.6493754,-6.9819922,2.6500008
1961613,-20.182074,3.7420378,-4.9196835,0.25352007
1974817,-19.920145,4.1716394,-4.250116,0.77339834
2002286,-20.130304,2.5115304,-5.9223413,1.8914782
2004550,-19.624924,2.8660173,-4.346369,0.14408895
2015353,-19.57068,3.4958389,-7.799315,2.0880098
2016947,-20.529423,4.2928905,-8.355254,2.5797966
2017138,-21.48325,3.412236,-3.93454,1.395394
2018229,-20.123722,4.1623793,-5.616423,1.0108272
2083386,-20.955332,2.1672437,-9.2955065,1.0373623
2105679,18.02412,0.12256415,-8.950678,-0.35217732
2116052,16.898193,2.2184618,-5.0701222,0.91946983
2117489,15.297143,-0.5063573,-3.760397,1.0681127
2139229,17.335852,1.4322174,-4.363461,0.69212335
2166486,17.46921,-0.96035576,-3.4070375,0.30650964
2178418,17.82658,-0.47179902,-3.4157884,-0.2078646
2190593,17.977186,0.8659936,-1.8512386,-0.5533454
8087,-20.84981,2.1868293,-4.88887,0.90573955
15338,-19.788177,3.10627,-6.0004535,1.2905593
68874,15.088741,0.8463811,-3.759711,-0.23856284
263311,-20.525206,3.4699817,-4.8249655,0.24416251
295092,-19.88926,4.215932,-7.230589,-1.3364538
320367,-21.438921,3.219209,-5.037711,1.2397482
324339,17.762398,1.1726776,-10.751434,-2.5735781
360682,-21.525126,3.2877898,-6.300624,1.8548955
393425,14.970166,0.15938851,-11.22029,-2.1040142
450530,-21.118828,4.304798,-9.052902,-2.8491545
499996,15.179409,0.87256813,-9.697819,-3.2772574
507424,-19.89169,4.2056484,-4.183509,1.5211297
509652,-20.123215,4.350703,-8.041686,2.5898736
519997,-19.579224,3.6617188,-5.017861,1.9361378
663204,-20.012165,2.4885683,-4.790077,2.7452595
680240,15.022844,0.5267723,-7.447254,1.1373101
707261,-21.090982,4.225432,-5.115401,1.6608884
866453,-19.45936,3.6552022,-5.59653,1.3702363
1089935,-20.132462,2.4486709,-4.7957697,0.08413206
1117706,-19.746761,3.1534932,-4.6352415,0.27113146
1126072,-20.438509,4.458452,-4.579285,0.8884702
1191370,16.573875,1.6470207,-4.555159,0.57696724
1220026,-19.52505,3.6541088,-4.2538137,1.0984068
1255691,-20.969353,4.3120847,-5.150916,0.8530127
1386025,15.366198,-0.6656253,-5.3484087,1.4084251
1425382,17.677612,1.0770712,-7.7911215,2.3045073
1830412,-20.316423,4.0736103,-5.6914554,1.9934301
1859716,-19.898592,4.0814233,-5.1658645,1.202859
1950609,-19.698864,3.7851424,-7.0325537,2.642245
1961614,-21.046675,4.2501307,-5.338476,-0.019858835
1974818,-19.954605,4.2384167,-5.1822715,2.0799923
2002287,-19.701403,2.7455027,-5.789009,-0.21634258
2004551,-19.698675,2.9526882,-4.7954907,0.39822108
2015354,-19.582743,3.6600173,-6.3875995,2.3955145
2016948,-20.52541,4.470059,-7.595469,2.6833947
2017139,-19.610102,2.8892496,-4.008653,1.4002535
2018230,-21.42876,3.7484176,-5.724351,0.89100564
2083387,-21.282099,2.49433,-1.8711107,-0.47348636
2105680,15.590662,1.0896193,-5.074598,2.236733
2116053,-20.851955,2.1864066,-5.0673265,1.2150962
2117490,17.99034,0.8657766,-3.72192,1.198482
2139230,17.932766,0.53323764,-5.2492275,1.2618674
2166487,16.812859,-1.1870784,-3.9495444,0.056680594
2178419,17.578564,-0.6594731,-4.8304806,0.69148433
2190594,15.292297,1.1976645,-2.0150251,-0.36661386
8088,-21.041018,2.3183942,-4.894478,0.93195933
15339,-20.92528,4.2525663,-6.2722707,1.5849422
68875,15.613441,1.2198056,-3.7547276,0.0070928074
263312,-20.37424,3.4555054,-4.853591,-0.061200235
295093,-19.923264,4.2338357,-6.454678,0.24496275
320368,-20.84239,2.1926122,-5.0050774,1.1268872
324340,17.20564,1.6638467,-10.283801,-3.4693198
360683,-20.079367,2.4887953,-6.754001,2.2464302
393426,17.951456,-0.39022207,-10.962366,-1.67325
450531,-20.663662,3.1192665,-7.16471,-0.31553495
499997,17.371962,1.5586193,-9.864578,-3.2768226
507425,-21.06888,4.336282,-4.346917,1.6687598
509653,-20.05963,4.062461,-6.8972497,2.5874014
519998,-20.622524,4.3310375,-4.932157,2.0639906
663205,-21.461584,3.3100166,-6.25567,2.4761152
680241,15.2780075,1.3516161,-7.423171,1.169784
707262,-19.623053,3.6494071,-5.0816574,1.6353257
866454,-19.50016,3.5451431,-5.940908,1.7715312
1089936,-19.627037,2.8441906,-4.155269,-0.3695318
1117707,-19.816929,2.9589703,-4.651259,0.32851422
1126073,-20.169577,3.9253035,-4.513926,1.0917788
1191371,14.9440365,0.48950526,-4.407703,0.6262827
1220027,-21.11443,4.0723934,-4.225164,1.0825281
1255692,-19.570927,3.7115455,-5.3458366,1.4039088
1386026,15.115927,0.25795808,-4.573137,0.46458766
1425383,18.13096,0.3949917,-7.1031575,2.2105377
1830413,-20.260876,4.148673,-5.696992,2.462331
1859717,-20.33991,3.2926102,-5.27672,1.3622224
1950610,-19.52343,3.5491107,-7.061815,2.6959267
1961615,-19.902563,4.0940924,-5.39871,-0.106138036
1974819,-21.179087,4.1056952,-4.584158,1.025398
2002288,-19.56052,2.844204,-6.558475,1.6882087
2004552,-19.976658,4.085875,-4.6608763,0.3421528
2015355,-19.563549,3.5672438,-7.8533883,2.2462149
2016949,-20.53134,4.1793995,-6.5568748,2.3178203
2017140,-19.741207,2.8446255,-4.17961,1.5950584
2018231,-21.392332,3.809847,-5.677386,0.828591
2083388,-20.411573,2.375113,-3.7172015,0.8441279
2105681,16.829395,1.8931955,-5.407288,2.1306129
2116054,-20.074291,2.459376,-10.231245,-0.48313874
2117491,17.74258,1.2229096,-3.9017746,0.7203521
2139231,17.507334,1.4829321,-4.5075965,0.7094667
2166488,17.912477,1.1339222,-3.801554,-0.117317244
2178420,15.781448,1.7067076,-5.0641346,0.8330365
2190595,17.939901,-0.45942256,-2.9980779,0.6868935
8089,-21.252953,2.471613,-4.943251,0.75161844
15340,-19.829096,2.990145,-6.011423,1.4589525
68876,18.038021,1.1120327,-3.538527,0.37245905
263313,-19.93932,4.1278234,-4.762763,-0.13598493
295094,-21.064817,4.2285495,-7.7518196,-1.7577891
320369,-20.463554,2.3764732,-5.1360254,1.3183005
324341,17.978334,0.2603952,-9.787574,-3.5448298
360684,-21.49689,3.3806016,-8.61526,-1.2564698
393427,16.866787,-1.1116652,-11.049101,-1.9053233
450532,-20.860611,4.404426,-10.536918,-2.6515539
499998,15.664197,1.275078,-9.7279415,-3.598741
507426,-19.854452,3.153412,-4.937448,2.3567162
509654,-20.020481,3.8877554,-7.2087116,2.5363073
519999,-20.661486,4.2858953,-6.1853967,1.7381893
663206,-21.311941,3.1505308,-6.909426,2.582656
680242,15.505554,1.097811,-7.2626815,1.5192349
707263,-21.16201,4.1533575,-5.492706,1.9654088
866455,-19.537367,3.7584631,-4.718114,0.32454064
1089937,-19.677654,2.8262599,-4.711466,-6.08202e-05
1117708,-21.164604,4.2609153,-4.916474,-0.18151453
1126074,-20.487429,4.412175,-4.634577,0.76042616
1191372,17.619997,1.352384,-4.2553005,1.1765045
1220028,-19.483227,3.7504826,-4.286372,1.0189986
