index,embeddings_intensities_x,embeddings_intensities_y,embeddings_256_x,embeddings_256_y
15306,-20.285334,2.1355014,-2.6952333,-0.58198357
68842,17.955402,-0.585846,-10.140368,-3.820958
263279,16.237118,-1.3057573,-10.287812,-4.517091
295060,16.05213,-1.1794645,-9.728085,-5.5044527
320335,14.842766,0.5643186,-10.363904,-2.8905642
324307,16.032389,-1.255692,-10.122981,-3.768116
360650,17.971235,-0.33885425,-10.469192,-3.648016
393393,14.964726,-0.050740153,-10.089981,-4.9757895
450498,-21.38419,2.842961,-2.7302175,0.21410808
499964,17.22691,-0.9279854,-9.813827,-3.6481392
507392,-21.635157,2.9331474,-1.9801713,-0.4126398
509620,-21.580332,3.2300801,-4.8878717,0.9668267
519965,-20.298574,2.0329049,-3.2817416,-0.021421095
663172,17.916096,1.2375191,-9.990457,-3.7101343
680208,14.961661,0.25390497,-9.743698,-5.491908
707229,-20.331755,2.0236723,-3.2266772,0.00071326795
866421,-20.909687,2.1388676,-2.3374553,-0.58621806
1089903,17.264841,1.702278,-1.8506305,-0.60186523
1117674,-21.419874,2.3985116,-3.277944,0.19054899
1126040,-21.36126,2.3304367,-3.0836241,-0.23989996
1191338,17.727066,-0.47483218,-10.0519285,-3.4282718
1219994,-21.360723,2.5260985,-3.8022072,0.3762117
1255659,-21.396404,2.4225938,-2.7209308,-0.42541623
1385993,18.093098,0.51796687,-10.286006,-4.610362
1425350,-20.981699,2.1306396,-2.5599945,-0.65244365
1830380,-21.689903,2.8663733,-3.3368838,0.9715027
1859684,15.272157,-0.4736298,-9.802415,-5.3699527
1950577,15.639519,1.4935783,-1.9670746,-0.30577207
1961582,15.761582,-1.0011628,-1.7812213,-0.6406622
8056,14.923188,0.6030417,-10.258128,-4.5516825
15307,-20.487888,2.1787095,-2.7622588,-0.6295682
68843,15.034215,0.42800727,-10.1312065,-3.744588
263280,15.926007,1.6386547,-10.19656,-4.4222155
295061,-21.506947,3.0674195,-1.7971534,-0.605605
320336,15.284534,-0.31275874,-10.1931,-2.7206283
324308,15.291896,1.3147436,-10.052929,-3.6972098
360651,16.115541,-1.2040384,-10.468148,-3.647782
393394,15.0906,-0.5145505,-10.080709,-4.9034095
450499,16.010529,1.9658715,-3.0728045,0.30081752
499965,17.279802,-1.0061506,-9.850103,-3.770808
507393,-21.450623,2.3952172,-3.0331497,0.5834674
509621,-20.390642,2.1135256,-5.3358126,1.2246704
519966,-21.641792,2.9249904,-3.9155056,0.38208738
663173,17.666262,1.5711429,-9.808209,-3.6718445
680209,17.531752,1.5277144,-9.588259,-5.2872105
707230,-19.957308,2.305528,-3.2360191,0.037239883
866422,-21.547798,2.9701595,-2.527643,-0.5532214
1089904,-21.02098,2.2164764,-2.8525925,-0.11709266
1117675,-21.634886,2.8443956,-3.3289876,0.26433492
1126041,-20.413902,2.1115935,-3.3126204,-0.3612424
1191339,16.132078,1.8766814,-9.997867,-3.276913
1219995,-19.96699,2.2609916,-3.9474254,0.40462384
1255660,-20.065887,2.2691228,-2.9989116,-0.29324484
1385994,15.144622,-0.18900554,-10.296409,-4.6310115
1425351,15.022516,0.7015792,-2.6109896,-0.6132898
1830381,-21.003223,2.0709095,-3.8865387,0.83933467
1859685,17.10359,1.8184748,-9.756256,-5.409285
1950578,-21.105356,2.1721253,-2.2845345,0.04673328
1961583,-20.975155,2.1100118,-3.1987774,-0.18310022
1974787,16.942522,1.6115457,-1.7926363,-0.6522482
8057,15.011844,0.6610065,-10.186165,-4.3377547
15308,-20.386839,2.1068404,-2.8253183,-0.61917037
68844,16.014627,1.8120881,-10.045542,-3.8000722
263281,17.416445,1.7407329,-9.889646,-4.558211
295062,-21.515987,2.93577,-2.6093109,0.24477656
320337,14.93712,0.4801393,-10.045791,-2.983392
324309,17.608194,1.3252743,-10.156528,-3.774205
360652,14.982831,-0.23696633,-10.48393,-3.6333277
393395,14.95918,0.24219385,-10.151318,-4.7474527
450500,15.16498,0.37729025,-3.167977,0.23665585
499966,17.323084,-1.0278955,-9.817563,-3.6968045
507394,-21.510862,2.9755805,-2.8632767,0.11440302
509622,-20.374884,2.0470989,-5.392256,1.2386842
519967,-21.58082,2.9840667,-4.2448797,-0.19833314
663174,17.745192,1.2523963,-9.697343,-3.5210953
680210,15.797005,1.8192362,-1.9058257,-0.48316616
707231,-20.370052,2.1480432,-3.3407912,-0.08058245
866423,-21.572866,2.794546,-2.8312821,-0.52015805
1089905,-21.034018,2.096557,-3.3049886,-0.08636388
1117676,-20.319794,2.0442827,-3.3654442,0.29677838
1126042,-20.374609,2.0711281,-3.4425035,-0.369231
1191340,17.912138,1.2448728,-9.954585,-3.2373056
1219996,-21.4832,2.4727876,-3.6765308,0.19513525
1255661,-21.529211,2.8865898,-3.399508,-0.38315576
1385995,15.275407,-0.6923932,-10.2969475,-4.622444
1425352,17.98834,-0.5005377,-2.7276964,-0.5819949
1830382,-21.131756,2.0557773,-3.874017,0.6899292
1859686,15.80955,-0.7292511,-1.7994082,-0.64085525
1950579,-21.070957,2.0625856,-2.852119,1.3156229
1961584,-21.352842,2.8271368,-3.0631824,-0.26282224
1974788,-20.970684,2.2341957,-2.266194,-0.396768
8058,17.932331,-0.5247055,-10.142624,-3.9507024
15309,-20.324617,2.2605398,-2.9650526,-0.5803322
68845,18.08731,0.1830462,-10.287207,-3.7551553
263282,14.977489,0.90550864,-9.767405,-5.420064
295063,-20.429153,2.0998206,-3.2694979,0.70141983
320338,15.138487,1.1727492,-9.766732,-3.3045986
324310,16.31592,2.0053446,-10.109222,-3.6956208
360653,16.66265,2.0587974,-10.491738,-3.6535223
393396,16.915236,1.9622447,-10.297496,-4.381807
450501,-21.032454,2.1090622,-3.5532672,0.10941594
499967,14.987302,0.67947894,-9.498001,-3.3711991
507395,-21.607746,2.8395956,-3.0557036,0.2564216
509623,-21.739012,3.4507878,-5.5194345,1.3706667
519968,-20.3596,2.0364747,-4.004073,-0.26818445
663175,18.119013,-0.410695,-9.453149,-3.416057
680211,15.937223,-1.1145767,-2.9053586,-0.029456723
707232,-21.565216,2.5121987,-3.4441,-0.13574825
866424,-21.406252,2.3721373,-2.7170053,-0.5120436
1089906,-21.043783,2.1303062,-3.2710779,0.1305094
1117677,-20.47582,2.093918,-3.585113,0.27265304
1126043,-21.419718,2.533466,-3.53147,-0.40817142
1191341,14.9373665,0.04573116,-9.694328,-3.1745596
1219997,-21.449654,2.4925244,-3.7501297,0.25532454
1255662,-21.377493,2.3835108,-3.7280765,-0.4267749
1385996,17.724741,1.5241573,-10.383224,-4.5503206
1425353,15.493447,1.3355218,-2.7900987,-0.5707457
1830383,18.064709,-0.1693239,-4.396783,0.8544261
1859687,14.939703,0.6538291,-3.2094996,-0.2348059
1950580,-21.04568,2.2023873,-2.780554,0.8714735
1961585,15.491372,1.1905152,-3.2332134,-0.14746532
1974789,-21.342255,2.8037598,-3.0295997,-0.20548257
8059,18.17142,0.025336882,-9.653015,-5.388371
15310,-20.344587,2.0818768,-3.1020484,-0.5421205
68846,17.949049,1.0307208,-10.277998,-3.6555939
263283,17.398848,-1.020847,-9.723273,-5.393301
295064,-21.358473,2.378079,-3.4606152,0.25854236
320339,16.182463,-1.2581142,-9.719046,-3.560576
324311,16.862114,-1.0451509,-9.924718,-3.5863574
360654,18.251688,0.6525295,-10.362316,-3.6306002
393397,14.949068,0.76732063,-10.482417,-3.699586
450502,16.812918,1.8748771,-3.540376,0.34394014
499968,17.32792,1.485102,-9.598192,-3.4227698
507396,-21.47518,2.371505,-3.0705664,0.2259027
509624,-21.648151,3.3089,-5.3546867,1.3168175
519969,-21.303469,2.3780775,-3.7720928,1.0063176
663176,16.491383,-0.86407197,-9.433186,-3.4051461
680212,15.92496,-1.2006232,-3.1885664,0.0022188828
707233,-21.459585,2.5165272,-3.947051,0.1883667
866425,-21.520422,2.5565817,-3.3464737,-0.45423883
1089907,-21.077065,2.0092034,-3.288055,0.05454
1117678,-21.423943,2.43365,-3.5314486,0.29100692
1126044,-21.362373,2.4743714,-3.520489,-0.3392789
1191342,16.463728,1.8364103,-9.774638,-3.3082964
1219998,-21.340454,2.308595,-3.9515803,-0.2535959
1255663,-21.365715,2.2896914,-3.6776626,-0.39332956
1385997,17.42418,-1.0150613,-10.40042,-4.4844527
1425354,15.468345,1.6096543,-2.8797128,-0.5610608
1830384,-21.465464,2.5199754,-3.8662302,0.6182767
1859688,-21.524502,2.8531625,-3.6216042,-0.2423208
1950581,-21.078152,2.0943208,-3.3790777,2.181501
1961586,18.02566,0.7734858,-3.3479683,-0.12068496
1974790,-21.364656,2.7584348,-3.2374742,-0.12589607
2002259,15.41885,-0.6898085,-1.7791812,-0.6708998
8060,15.640583,1.727073,-9.756743,-5.43541
15311,-20.007711,2.30471,-4.117016,-0.5511537
68847,17.72019,1.4064016,-10.248773,-3.7401662
263284,16.765318,1.923581,-1.7982235,-0.6396287
295065,-21.450779,2.423396,-3.4235115,0.31840184
320340,15.989939,1.84258,-9.646433,-3.479819
324312,14.908348,0.11721863,-9.826365,-3.597981
360655,17.548649,1.6688776,-10.539196,-3.5579202
393398,15.169062,-0.5355099,-10.341041,-3.4753184
450503,-21.511,2.6004212,-3.8786776,0.14533311
499969,17.150354,1.8391477,-9.43206,-3.4763584
507397,-21.402615,2.4672818,-3.6240823,0.5696494
509625,-21.567312,3.3227558,-5.1533685,1.291312
519970,-21.480438,2.5315094,-3.6927114,1.1532586
663177,17.064316,1.6909931,-9.422852,-3.3988721
680213,16.192396,1.9710466,-3.408541,0.40802607
707234,-20.48361,2.0929368,-3.6078305,0.011326574
866426,-21.52537,2.4375243,-3.3370473,-0.41240582
1089908,-21.429102,2.4954665,-3.6430125,-0.16311418
1117679,-21.293993,2.436294,-3.730949,0.38993922
1126045,-21.638573,3.4106894,-3.80172,-0.29419008
1191343,15.149318,1.0244172,-9.5427885,-3.1959343
1219999,-20.389658,2.2147374,-4.0212207,-0.4200553
1255664,-21.625969,3.4028614,-3.8984401,-0.2272671
1385998,16.214024,-1.1696305,-10.369709,-4.5212216
1425355,15.616368,1.747844,-3.0877743,-0.51889396
1830385,-20.823116,2.0513437,-3.7607653,-0.19781451
1859689,-21.050669,2.1221166,-3.7251194,-0.12016944
1950582,-21.557953,2.9162898,-2.969793,1.8347901
1961587,-21.307207,2.3696735,-3.7338398,-0.34695756
1974791,-21.292795,2.374125,-3.3498888,-0.047789983
2002260,17.029757,1.6404161,-2.8551013,-0.17748217
2004524,16.05641,1.8194141,-1.7883761,-0.6043039
8061,15.196897,1.2198385,-9.76528,-5.4203806
15312,-21.683369,3.3024788,-4.652003,-0.7644525
68848,18.13671,0.07714898,-10.068973,-3.7333348
263285,18.013016,1.0412755,-1.9771004,-0.44947374
295066,-20.009077,2.3104258,-3.3068404,0.61305267
320341,15.691583,-1.0002809,-9.651325,-3.3139842
324313,17.335295,1.6414418,-9.933477,-3.590904
360656,16.568422,-1.3928199,-10.297724,-3.6752713
393399,16.774992,-1.2873843,-10.596451,-2.8753583
450504,16.871374,1.8930572,-3.969642,-0.3076506
499970,17.63029,1.6597128,-9.4982815,-3.4497697
507398,-21.4599,2.4754846,-3.5374367,0.070215985
509626,-19.491867,3.1149201,-5.2277727,1.5154064
519971,-21.680054,2.948188,-2.3634937,0.40348792
663178,17.347107,1.760924,-9.619018,-3.4565809
680214,15.162956,-0.46381032,-3.8413932,0.44952244
707235,-20.459982,2.1204615,-3.7680998,0.16570437
866427,-21.561792,2.8066578,-3.381398,-0.34473273
1089909,-20.940655,2.1741915,-4.0239244,-0.098601
1117680,-21.464973,2.4588888,-3.76405,0.33140817
1126046,-20.46167,2.1225324,-4.0033946,-0.11617871
1191344,15.040146,0.48406824,-9.598813,-3.027771
1220000,-20.407507,2.1537943,-3.9911833,-0.47289795
1255665,-20.459549,2.0764236,-3.9668887,-0.27666044
1385999,15.609355,1.1819673,-10.4144125,-4.4375677
1425356,17.106136,-1.1255816,-4.0659866,-0.036112454
1830386,-20.974728,2.0661569,-4.33963,0.5751415
1859690,-21.476902,2.473834,-3.7992778,-0.039457116
1950583,-20.998817,2.2336326,-3.2463372,2.0745776
1961588,-20.32829,2.1924648,-3.7000358,-0.21775305
1974792,-20.942886,2.0710838,-3.5728936,0.15840836
2002261,15.064134,0.8692779,-3.1811767,-0.006644477
2004525,-21.377245,2.7662737,-2.8391385,0.090082236
2015328,15.085092,0.7735321,-1.8893322,-0.44487107
2016922,15.339921,1.4170572,-2.6662474,0.7984604
2017113,17.01442,1.7395427,-1.9598775,-0.46923736
2018204,-21.442902,2.4887688,-4.413092,1.0615551
8062,16.112452,1.8697854,-1.9054905,-0.50854796
15313,-21.55474,3.3487368,-9.468825,-4.129992
68849,15.249691,1.3896263,-10.375284,-3.5977898
263286,-20.918169,2.2470438,-3.656671,-0.40846533
295067,-21.505165,2.9640572,-3.2915187,0.60000104
320342,16.271696,-1.0710766,-9.678589,-3.9065511
324314,17.032495,1.7464588,-9.898317,-3.6172707
360657,18.00445,1.0225894,-10.259858,-3.5810926
393400,15.724569,1.8197899,-10.509418,-2.0096378
450505,-21.511402,2.7941432,-3.995807,-0.18900764
499971,15.198401,-0.11469725,-9.280853,-3.3456233
507399,-21.407894,2.4387066,-3.706738,0.044628937
509627,-20.032843,4.3454037,-3.6227734,2.368036
519972,-19.530811,3.0235813,-2.206125,0.044142105
663179,18.03135,0.7590223,-9.650109,-3.4398024
680215,17.19631,1.8081524,-3.7363603,0.24900998
707236,-20.348251,2.184461,-3.7794924,-0.00087176095
866428,-21.375858,2.4924474,-3.441857,-0.3957008
1089910,-21.540937,3.0244331,-3.6495647,-0.11718582
1117681,-20.331257,2.0599194,-3.8397505,-0.27166057
1126047,-20.281963,2.1270783,-4.0684137,-0.057554103
1191345,17.354431,1.834062,-9.347155,-3.0679128
1220001,-20.444407,2.1628034,-4.6782694,-0.44699457
1255666,-20.45065,2.148328,-3.7030296,-0.29051697
1386000,18.191881,0.21420339,-10.620796,-4.043838
1425357,16.564686,1.8604395,-4.0565314,-0.15092403
1830387,-21.069376,2.18098,-3.9046338,0.7706036
1859691,-21.420452,2.8971114,-4.099666,0.0057517923
1950584,-20.875526,2.225133,-3.4212778,2.1843867
1961589,-20.276731,2.1947877,-3.8653967,0.15292838
1974793,-21.097843,2.2163064,-3.617903,-0.11187306
2002262,-20.889303,2.1173282,-3.1781905,0.19762322
2004526,-20.989712,2.160372,-3.239128,0.15824309
2015329,18.13873,-0.028797688,-2.2865388,-0.040252402
2016923,16.772356,1.2716717,-2.9548209,1.8596916
2017114,17.83328,1.2855904,-2.6629927,-0.07007987
2018205,-19.950344,2.3684783,-4.7701883,1.0385768
8063,18.22518,0.524554,-3.3953228,-0.31983724
15314,-19.922398,2.3906903,-9.518761,-3.9971273
68850,16.08246,1.8083277,-10.547962,-3.5516875
263287,15.997534,2.065845,-3.6708386,-0.29256546
295068,-20.85918,2.0506659,-3.2368588,0.6618062
320343,15.1835165,-0.5686361,-9.449788,-5.155853
324315,18.202883,0.6556712,-9.897135,-3.5965574
360658,15.101444,-0.5903598,-10.472872,-3.6489668
393401,16.109955,1.9039253,-10.47629,-2.0428557
450506,16.145155,1.7609762,-3.9162924,-0.09988491
499972,15.415128,1.3921548,-9.324444,-3.2708538
507400,-20.050772,2.2311475,-3.6305273,0.6119601
509628,-19.49674,2.8513532,-3.5921075,2.604372
519973,-20.509884,2.2155292,-3.5455465,0.20357762
663180,16.296484,1.8235642,-9.730865,-3.546888
680216,17.986958,1.1370021,-3.943767,0.290737
707237,-20.374445,2.3191574,-3.7889056,0.07706253
866429,-20.476276,2.1923912,-3.4022121,-0.40096718
1089911,-20.964079,1.973608,-4.105107,-0.004755178
1117682,-21.48586,2.40374,-3.8510113,0.24609788
1126048,-21.573442,3.293985,-4.238767,0.12777048
1191346,17.35867,1.3295887,-9.548398,-3.039086
1220002,-19.999388,2.3235495,-3.5975738,0.59673184
1255667,-21.47018,3.2339664,-3.7961802,-0.36463824
1386001,16.578064,1.9476011,-11.235802,-3.2070832
1425358,16.017473,1.8882054,-4.1038313,-0.18087175
1830388,-21.541986,2.876499,-4.513836,0.6670548
1859692,-21.288008,2.561954,-4.1633472,0.08831143
1950585,-21.488789,2.5189705,-3.06891,1.8629595
1961590,-20.786713,2.282481,-4.327283,0.14966363
1974794,-21.56018,2.9626026,-4.1399174,0.82314795
2002263,14.933458,0.32277644,-3.2754788,0.5885819
2004527,-21.064936,2.195983,-3.4472306,0.26900432
